id,country,origin_country,shipment_mode_clean,textile_type,weight_raw,weight_unit,weight_kg,distance_km,emission_factor,carbon_footprint_kg_co2e,carbon_intensity_per_km,freight_cost_usd,line_item_value
45929,Mozambique,Unkown,Air,Recycled Polyester,3890,kg,3890.0,7000.0,0.602,16392.46,2.34178,29244.02,766000.0
45968,Vietnam,Germany,Air,Organic Cotton,88,lbs,88.0,9000.0,0.602,476.784,0.052976,823.94,26304.0
45977,Tanzania,India,Air,Organic Cotton,1104,kg,1104.0,5900.0,0.602,3921.1872000000003,0.6646080000000001,5765.11,109533.96
46005,Rwanda,India,Air,Organic Cotton,6490,kg,6490.0,7000.0,0.602,27348.86,3.90698,3010.89,18651.75
46010,Rwanda,India,Air,Organic Cotton,3700,kg,3700.0,7000.0,0.602,15591.8,2.2274,Freight Included in Commodity Cost,166990.56
46067,Tanzania,Unkown,Air,Organic Cotton,See ASN-11005 (ID#:27881),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See ASN-11005 (ID#:27881),433421.37
46082,Ethiopia,Unkown,Air,Recycled Polyester,15,kg,15.0,7000.0,0.602,63.21,0.00903,406.68,1376.0
46095,Haiti,Unkown,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Freight Included in Commodity Cost,7123.2
46099,South Africa,India,Air,Organic Cotton,4522,kg,4522.0,8450.0,0.602,23002.9618,2.7222440000000003,6369.8,111955.72
46106,South Sudan,Unkown,Air,Recycled Polyester,209,kg,209.0,7000.0,0.602,880.726,0.125818,3088.04,19104.0
46114,Sierra Leone,Unkown,Air,Recycled Polyester,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Invoiced Separately,30750.0
46127,Rwanda,India,Ocean,Organic Cotton,13622,tonnes,13622.0,7000.0,0.0117,1115.6418,0.1593774,82095.85,575727.75
46129,Mozambique,Japan,Air,Recycled Polyester,28,kg,28.0,7000.0,0.602,117.99199999999999,0.016856,1001.47,4739.7
46130,Vietnam,India,Air,Organic Cotton,4585,kg,4585.0,4100.0,0.602,11316.697,2.76017,6881.65,452611.95
46156,Tanzania,Unkown,Air,Recycled Polyester,1394,kg,1394.0,7000.0,0.602,5874.316,0.8391879999999999,24596.33,234080.0
46170,South Africa,India,Ocean,Organic Cotton,1820,tonnes,1820.0,8450.0,0.0117,179.9343,0.021294,698,167019.12
46177,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,2036.11
46198,Vietnam,Germany,Air,Organic Cotton,467,lbs,467.0,9000.0,0.602,2530.206,0.281134,1842.23,116896.04
46206,South Africa,South Africa,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,200.0,0.0626,13.10844,0.0655422,Freight Included in Commodity Cost,16744.82
46209,Rwanda,Japan,Air,Recycled Polyester,1153,kg,1153.0,7000.0,0.602,4858.742,0.694106,46638.41,355880.0
46227,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,3352.74
46228,Zimbabwe,India,Air,Organic Cotton,2383,kg,2383.0,7900.0,0.602,11333.0714,1.434566,18232.17,95772.73
46250,"Congo, DRC",India,Air,Organic Cotton,209,kg,209.0,7000.0,0.602,880.726,0.125818,3743.84,6835.28
46310,Sierra Leone,Unkown,Air,Recycled Polyester,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Invoiced Separately,12800.0
46323,Ghana,India,Air,Organic Cotton,972,kg,972.0,7000.0,0.602,4096.008,0.585144,7719,3451.86
46348,Mozambique,India,Air,Organic Cotton,1139,kg,1139.0,7200.0,0.602,4936.8816,0.685678,4683.02,52633.0
46353,Nigeria,Unkown,Air,Recycled Polyester,1990,kg,1990.0,7000.0,0.602,8385.86,1.19798,22859.07,193344.0
46355,Haiti,India,Air,Organic Cotton,19,kg,19.0,16200.0,0.602,185.2956,0.011438,1274.35,232.0
46372,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,1897.36
46395,South Africa,United Kingdom,Truck,Organic Cotton,Weight Captured Separately,lbs,1047.0,9672.1334,0.0626,633.93290172948,0.0655422,Freight Included in Commodity Cost,92.5
46409,"Congo, DRC",Unkown,Air,Recycled Polyester,See ASN-32231 (ID#:13648),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See ASN-32231 (ID#:13648),44160.0
46411,Côte d'Ivoire,Unkown,Air,Recycled Polyester,1808,kg,1808.0,7000.0,0.602,7618.911999999999,1.0884159999999998,23237.62,352000.0
46429,Mali,Unkown,Air,Recycled Polyester,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Freight Included in Commodity Cost,500.0
46432,Côte d'Ivoire,India,Air,Organic Cotton,154,kg,154.0,8900.0,0.602,825.1012,0.092708,2986.16,33603.0
46447,Uganda,Unkown,Air,Organic Cotton,169,kg,169.0,7000.0,0.602,712.1659999999999,0.101738,359.53,56010.6
46460,Uganda,India,Air,Organic Cotton,166,kg,166.0,6200.0,0.602,619.5784,0.09993199999999999,1488.99,12542.4
46464,Côte d'Ivoire,Unkown,Air,Recycled Polyester,1312,kg,1312.0,7000.0,0.602,5528.768,0.789824,27254.17,219680.0
46468,South Africa,India,Ocean,Organic Cotton,Weight Captured Separately,tonnes,1047.0,8450.0,0.0117,103.511655,0.012249900000000001,Freight Included in Commodity Cost,1251450.0
46502,Vietnam,India,Air,Organic Cotton,See ASN-18664 (ID#:19406),kg,1047.0,4100.0,0.602,2584.2054,0.6302939999999999,See ASN-18664 (ID#:19406),170639.0
46512,Côte d'Ivoire,Japan,Air,Recycled Polyester,240,kg,240.0,7000.0,0.602,1011.36,0.14448,7681.19,39520.0
46513,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,240.14
46556,South Africa,Germany,Truck,Organic Cotton,Weight Captured Separately,lbs,1047.0,9700.0,0.0626,635.75934,0.0655422,Freight Included in Commodity Cost,10.34
46574,Rwanda,India,Air,Organic Cotton,49,kg,49.0,7000.0,0.602,206.486,0.029498,221.96,2466.24
46582,Vietnam,India,Air,Organic Cotton,320,kg,320.0,4100.0,0.602,789.824,0.19263999999999998,4890.38,29025.0
46587,South Africa,India,Air,Organic Cotton,2512,kg,2512.0,8450.0,0.602,12778.292800000001,1.5122240000000002,4116.82,132518.87
46590,Vietnam,India,Air,Organic Cotton,5101,kg,5101.0,4100.0,0.602,12590.288199999999,3.0708019999999996,13241.08,272710.3
46625,Sudan,Unkown,Air,Recycled Polyester,75,kg,75.0,7000.0,0.602,316.05,0.04515,1539.55,480.0
46653,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,2040.28
46669,Nigeria,Unkown,Air,Recycled Polyester,592,kg,592.0,7000.0,0.602,2494.688,0.35638400000000003,2951.78,53650.0
46673,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,6189.33
46688,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,1722.87
46726,Uganda,Unkown,Air,Organic Cotton,16,kg,16.0,7000.0,0.602,67.42399999999999,0.009631999999999998,375,6811.81
46727,Tanzania,Unkown,Air,Recycled Polyester,980,kg,980.0,7000.0,0.602,4129.72,0.58996,18638.44,181120.0
46742,Vietnam,India,Air,Organic Cotton,875,kg,875.0,4100.0,0.602,2159.6749999999997,0.5267499999999999,2181.91,29755.1
46844,Côte d'Ivoire,Unkown,Air,Recycled Polyester,904,kg,904.0,7000.0,0.602,3809.4559999999997,0.5442079999999999,7208,82323.0
46848,Vietnam,India,Air,Organic Cotton,See ASN-17673 (ID#:36978),kg,1047.0,4100.0,0.602,2584.2054,0.6302939999999999,See ASN-17673 (ID#:36978),1317.16
46858,Mozambique,Unkown,Air,Recycled Polyester,41,kg,41.0,7000.0,0.602,172.774,0.024682,1001.02,1075.0
46860,Vietnam,India,Air,Organic Cotton,2769,kg,2769.0,4100.0,0.602,6834.4457999999995,1.6669379999999998,10546.68,264000.0
46867,Uganda,Unkown,Air,Recycled Polyester,2477,kg,2477.0,7000.0,0.602,10438.078,1.4911539999999999,19775.55,489440.0
46869,Côte d'Ivoire,Unkown,Air,Recycled Polyester,437,kg,437.0,7000.0,0.602,1841.518,0.26307400000000003,5408.93,28700.0
46875,Zimbabwe,Unkown,Air,Recycled Polyester,3567,kg,3567.0,7000.0,0.602,15031.338,2.147334,51732.62,702960.0
46895,Nigeria,Unkown,Air,Recycled Polyester,1252,kg,1252.0,7000.0,0.602,5275.928,0.7537039999999999,5850.25,111584.0
46897,Vietnam,India,Air,Organic Cotton,975,kg,975.0,4100.0,0.602,2406.495,0.58695,2048.91,45060.15
46942,South Africa,India,Air,Organic Cotton,1087,kg,1087.0,8450.0,0.602,5529.4603,0.654374,2531.3,172800.0
46956,Namibia,Japan,Air,Recycled Polyester,34,kg,34.0,7000.0,0.602,143.276,0.020468,947.35,11655.0
46987,Tanzania,Unkown,Air,Recycled Polyester,1016,kg,1016.0,7000.0,0.602,4281.424,0.611632,19026.72,188160.0
47025,South Africa,India,Air,Organic Cotton,2892,kg,2892.0,8450.0,0.602,14711.314799999998,1.7409839999999999,6105.79,158985.48
47035,Angola,India,Air,Organic Cotton,21,kg,21.0,7000.0,0.602,88.494,0.012642,840.17,806.4
47048,Guyana,Germany,Air,Organic Cotton,334,lbs,334.0,7000.0,0.602,1407.4759999999999,0.201068,2171.57,108832.8
47050,Mozambique,Japan,Air,Recycled Polyester,1306,kg,1306.0,7000.0,0.602,5503.4839999999995,0.7862119999999999,26532.85,589509.9
47077,Uganda,India,Air,Organic Cotton,1197,kg,1197.0,6200.0,0.602,4467.6828000000005,0.7205940000000001,5375.13,166230.0
47084,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,445.57
47089,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,2812.74
47136,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,4157.82
47200,Haiti,India,Air,Organic Cotton,2608,kg,2608.0,16200.0,0.602,25434.259199999997,1.5700159999999999,21886.49,195887.35
47212,Uganda,United Kingdom,Air,Organic Cotton,136,lbs,136.0,6550.0138,0.602,536.2627298336,0.081872,2077.87,2465.6
47221,South Sudan,Unkown,Air,Recycled Polyester,See ASN-31129 (ID#:40205),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See ASN-31129 (ID#:40205),320.0
47233,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,370.96
47236,Sudan,Japan,Air,Recycled Polyester,2,kg,2.0,7000.0,0.602,8.427999999999999,0.0012039999999999998,1201.72,200.0
47253,Vietnam,India,Air,Organic Cotton,3828,kg,3828.0,4100.0,0.602,9448.2696,2.304456,15089.11,58850.0
47301,Zimbabwe,India,Air,Organic Cotton,60,kg,60.0,7900.0,0.602,285.348,0.03612,1344.94,0.01
47302,Guyana,India,Air,Organic Cotton,See ASN-18805 (ID#:18997),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See ASN-18805 (ID#:18997),1002.8
47311,Côte d'Ivoire,Germany,Ocean,Organic Cotton,393,tonnes,393.0,4700.0,0.0117,21.61107,0.0045981,40289,48479.86
47312,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,777.92
47356,South Africa,India,Air,Organic Cotton,4621,kg,4621.0,8450.0,0.602,23506.5649,2.781842,4762.44,37737.0
47388,Haiti,India,Ocean,Organic Cotton,See ASN-16560 (ID#:29734),tonnes,1047.0,16200.0,0.0117,198.44838,0.0122499,See ASN-16560 (ID#:29734),288252.0
47400,Zimbabwe,Unkown,Air,Recycled Polyester,See ASN-26283 (ID#:46875),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See ASN-26283 (ID#:46875),19695.0
47406,Zambia,Unkown,Air,Recycled Polyester,1080,kg,1080.0,7000.0,0.602,4551.120000000001,0.6501600000000001,19598.71,208560.0
47411,Uganda,India,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,6200.0,0.602,3907.8227999999995,0.6302939999999999,Invoiced Separately,910.0
47413,Haiti,India,Air,Organic Cotton,1189,kg,1189.0,16200.0,0.602,11595.603599999999,0.7157779999999999,7296.97,100000.0
47432,Côte d'Ivoire,Unkown,Air,Recycled Polyester,468,kg,468.0,7000.0,0.602,1972.152,0.281736,5372.87,28700.0
47443,Uganda,Germany,Air,Organic Cotton,36,lbs,36.0,6500.0,0.602,140.86799999999997,0.021671999999999993,1025.69,4339.2
47473,Zimbabwe,United Kingdom,Air,Organic Cotton,3968,lbs,3968.0,7000.0,0.602,16721.152,2.3887359999999997,Freight Included in Commodity Cost,138597.54
47495,Swaziland,India,Ocean,Organic Cotton,7712,tonnes,7712.0,7000.0,0.0117,631.6128,0.0902304,13491.19,637228.0
47516,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,148900.86
47536,Botswana,Japan,Air,Recycled Polyester,5,kg,5.0,7000.0,0.602,21.07,0.00301,767.63,800.0
47541,Rwanda,India,Air,Organic Cotton,See ASN-15554 (ID#:33116),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See ASN-15554 (ID#:33116),86907.6
47853,Tanzania,Japan,Air,Recycled Polyester,461,kg,461.0,7000.0,0.602,1942.654,0.277522,6923.2,141680.0
47546,Nigeria,Germany,Air,Organic Cotton,619,lbs,619.0,5400.0,0.602,2012.2451999999998,0.37263799999999997,5506.01,31838.4
47559,South Africa,India,Ocean,Organic Cotton,5634,tonnes,5634.0,8450.0,0.0117,557.0054100000001,0.06591780000000001,17819.74,235000.0
47576,South Africa,India,Ocean,Organic Cotton,Weight Captured Separately,tonnes,1047.0,8450.0,0.0117,103.511655,0.012249900000000001,Freight Included in Commodity Cost,107136.0
47581,Haiti,Unkown,Truck,Recycled Polyester,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,133000.0
47587,Guyana,Unkown,Air,Recycled Polyester,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Invoiced Separately,60500.0
47616,Zimbabwe,Unkown,Air,Organic Cotton,162,kg,162.0,7000.0,0.602,682.668,0.097524,2365.05,4921.0
47625,South Africa,India,Air,Organic Cotton,3728,kg,3728.0,8450.0,0.602,18963.963200000002,2.244256,3646.13,424211.54
47638,Guyana,Unkown,Air,Recycled Polyester,6,kg,6.0,7000.0,0.602,25.284,0.0036119999999999998,325.67,435.0
47642,"Congo, DRC",Unkown,Air,Recycled Polyester,See ASN-32231 (ID#:13648),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See ASN-32231 (ID#:13648),20960.0
47653,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,844.57
47666,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,122.18
47676,South Africa,India,Ocean,Organic Cotton,Weight Captured Separately,tonnes,1047.0,8450.0,0.0117,103.511655,0.012249900000000001,Freight Included in Commodity Cost,1380.88
47677,Vietnam,Germany,Air,Organic Cotton,16,lbs,16.0,9000.0,0.602,86.688,0.009632,958.85,4349.62
47722,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,234.38
47759,Vietnam,India,Air,Organic Cotton,See ASN-5131 (ID#:25886),kg,1047.0,4100.0,0.602,2584.2054,0.6302939999999999,See ASN-5131 (ID#:25886),51350.04
47817,South Sudan,Unkown,Air,Recycled Polyester,63,kg,63.0,7000.0,0.602,265.48199999999997,0.037925999999999994,2147.11,5728.0
47831,Vietnam,Germany,Air,Organic Cotton,424,lbs,424.0,9000.0,0.602,2297.232,0.255248,10296.99,141384.0
47837,Rwanda,India,Air,Organic Cotton,550,kg,550.0,7000.0,0.602,2317.7000000000003,0.33110000000000006,3054.13,28737.0
47857,Ethiopia,Unkown,Air,Recycled Polyester,151,kg,151.0,7000.0,0.602,636.314,0.090902,827.88,9860.0
47862,Mozambique,Unkown,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Freight Included in Commodity Cost,2700.0
47864,Vietnam,Germany,Air,Organic Cotton,266,lbs,266.0,9000.0,0.602,1441.1879999999999,0.160132,6937.66,146727.0
47870,Sudan,Unkown,Air,Recycled Polyester,13,kg,13.0,7000.0,0.602,54.782,0.007826,581.73,1248.0
47923,Zimbabwe,Japan,Air,Recycled Polyester,324,kg,324.0,7000.0,0.602,1365.336,0.195048,3791.81,72000.0
47937,Vietnam,India,Air,Organic Cotton,3385,kg,3385.0,4100.0,0.602,8354.857,2.03777,8764.53,254016.0
47949,South Africa,India,Ocean,Organic Cotton,Weight Captured Separately,tonnes,1047.0,8450.0,0.0117,103.511655,0.012249900000000001,Freight Included in Commodity Cost,394191.54
47953,Vietnam,India,Air,Organic Cotton,See ASN-18408 (ID#:21705),kg,1047.0,4100.0,0.602,2584.2054,0.6302939999999999,See ASN-18408 (ID#:21705),4685.1
47975,Vietnam,Germany,Air,Organic Cotton,382,lbs,382.0,9000.0,0.602,2069.676,0.229964,5528.41,129465.0
47977,Zambia,Unkown,Air,Recycled Polyester,881,kg,881.0,7000.0,0.602,3712.5339999999997,0.530362,6664.29,96000.0
47979,Vietnam,Germany,Air,Organic Cotton,Weight Captured Separately,lbs,1047.0,9000.0,0.602,5672.646,0.630294,Invoiced Separately,6978.0
48043,Kenya,Japan,Air,Recycled Polyester,1407,kg,1407.0,7000.0,0.602,5929.098,0.847014,15200.59,727842.0
48044,South Sudan,Unkown,Air,Recycled Polyester,See ASN-19143 (ID#:26345),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See ASN-19143 (ID#:26345),18156.0
48065,South Africa,India,Air,Organic Cotton,4396,kg,4396.0,8450.0,0.602,22362.012399999996,2.6463919999999996,3283.59,35004.0
48099,"Congo, DRC",Unkown,Air,Recycled Polyester,See ASN-31750 (ID#:19272),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See ASN-31750 (ID#:19272),1312.0
48102,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,911.9
48120,Vietnam,India,Air,Organic Cotton,726,kg,726.0,4100.0,0.602,1791.9132,0.437052,7388.14,5640.0
48151,Rwanda,Unkown,Air,Organic Cotton,4105,kg,4105.0,7000.0,0.602,17298.47,2.47121,25382.52,225095.9
48155,Vietnam,India,Air,Organic Cotton,See ASN-9408 (ID#:39263),kg,1047.0,4100.0,0.602,2584.2054,0.6302939999999999,See ASN-9408 (ID#:39263),7005.6
48182,Haiti,Germany,Air,Organic Cotton,37,lbs,37.0,8700.0,0.602,193.78379999999999,0.022274,722.35,1863.2
48184,Rwanda,India,Air,Organic Cotton,167,kg,167.0,7000.0,0.602,703.7379999999999,0.100534,1923.14,12799.68
48214,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,243.66
48216,Tanzania,Unkown,Air,Recycled Polyester,1386,kg,1386.0,7000.0,0.602,5840.603999999999,0.8343719999999999,13215.15,136000.0
48228,Côte d'Ivoire,Unkown,Air,Recycled Polyester,1252,kg,1252.0,7000.0,0.602,5275.928,0.7537039999999999,10821.66,98600.0
48236,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,987.14
48261,Rwanda,United Kingdom,Air,Organic Cotton,Weight Captured Separately,lbs,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Invoiced Separately,10787.0
48301,Côte d'Ivoire,Unkown,Air,Recycled Polyester,2995,kg,2995.0,7000.0,0.602,12620.93,1.80299,57933.93,503200.0
48319,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,4974.52
48419,South Africa,India,Ocean,Organic Cotton,1172,tonnes,1172.0,8450.0,0.0117,115.86978,0.013712400000000001,19007.72,29422.24
48438,Uganda,Unkown,Air,Organic Cotton,21,kg,21.0,7000.0,0.602,88.494,0.012642,761,20404.5
48497,South Africa,India,Ocean,Organic Cotton,9019,tonnes,9019.0,8450.0,0.0117,891.663435,0.1055223,13677.68,459306.38
48500,Rwanda,India,Ocean,Organic Cotton,24219,tonnes,24219.0,7000.0,0.0117,1983.5361,0.2833623,23736.39,427923.0
48516,Haiti,India,Air,Organic Cotton,9,kg,9.0,16200.0,0.602,87.77159999999999,0.005417999999999999,820.56,540.0
48517,Zimbabwe,Japan,Air,Recycled Polyester,1000,kg,1000.0,7000.0,0.602,4214.0,0.602,18841.09,132840.0
48519,South Sudan,Unkown,Air,Recycled Polyester,See ASN-22040 (ID#:45178),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See ASN-22040 (ID#:45178),1320.0
48523,Tanzania,Unkown,Air,Recycled Polyester,1303,kg,1303.0,7000.0,0.602,5490.842,0.7844059999999999,22223.94,219520.0
48559,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,256.48
48595,Vietnam,Germany,Air,Organic Cotton,See ASN-33152 (ID#:38571),lbs,1047.0,9000.0,0.602,5672.646,0.630294,See ASN-33152 (ID#:38571),9304.0
48623,Uganda,India,Air,Organic Cotton,195,kg,195.0,6200.0,0.602,727.818,0.11739,3387.72,35055.0
48624,Haiti,Unkown,Ocean,Organic Cotton,Weight Captured Separately,tonnes,1047.0,7000.0,0.0117,85.74929999999999,0.0122499,Invoiced Separately,165276.8
48640,Burundi,Unkown,Air,Recycled Polyester,63,kg,63.0,7000.0,0.602,265.48199999999997,0.037925999999999994,877.52,16394.4
48655,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,66.33
48665,Burundi,Unkown,Air,Recycled Polyester,56,kg,56.0,7000.0,0.602,235.98399999999998,0.033712,812.84,14269.2
48690,Haiti,India,Air,Organic Cotton,751,kg,751.0,16200.0,0.602,7324.0524000000005,0.452102,5754.16,2951.52
48706,Rwanda,India,Ocean,Organic Cotton,3077,tonnes,3077.0,7000.0,0.0117,252.0063,0.0360009,6499.25,157406.69
48729,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,25.59
48741,Côte d'Ivoire,India,Air,Organic Cotton,321,kg,321.0,8900.0,0.602,1719.8538,0.193242,3740.01,7215.0
48746,South Africa,India,Air,Organic Cotton,1727,kg,1727.0,8450.0,0.602,8785.0763,1.039654,1791.42,81137.1
49301,Botswana,Japan,Air,Recycled Polyester,3,kg,3.0,7000.0,0.602,12.642,0.0018059999999999999,787.28,360.0
48755,Haiti,India,Ocean,Organic Cotton,See ASN-16472 (ID#:20383),tonnes,1047.0,16200.0,0.0117,198.44838,0.0122499,See ASN-16472 (ID#:20383),431.04
48757,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,7956.64
48765,Kenya,Japan,Air,Recycled Polyester,822,kg,822.0,7000.0,0.602,3463.908,0.494844,8664.89,80.0
48773,Nigeria,Unkown,Air,Recycled Polyester,4038,kg,4038.0,7000.0,0.602,17016.131999999998,2.4308759999999996,59711.34,884215.0
48821,Haiti,India,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,16200.0,0.602,10210.762799999999,0.6302939999999999,Invoiced Separately,1825.2
48825,Vietnam,India,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,4100.0,0.602,2584.2054,0.6302939999999999,Invoiced Separately,71505.0
48826,Mozambique,United Kingdom,Air,Organic Cotton,Weight Captured Separately,lbs,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Freight Included in Commodity Cost,3312.0
48839,Côte d'Ivoire,Unkown,Air,Recycled Polyester,1930,kg,1930.0,7000.0,0.602,8133.0199999999995,1.16186,23013.2,380000.0
48842,South Africa,United Kingdom,Truck,Organic Cotton,Weight Captured Separately,lbs,1047.0,9672.1334,0.0626,633.93290172948,0.0655422,Freight Included in Commodity Cost,93.81
48857,South Africa,India,Air,Organic Cotton,4382,kg,4382.0,8450.0,0.602,22290.795799999996,2.6379639999999998,2154.52,34884.0
48870,Guyana,United Kingdom,Air,Organic Cotton,52,lbs,52.0,7000.0,0.602,219.128,0.031304,1152.9,1216.4
48872,"Congo, DRC",Unkown,Truck,Recycled Polyester,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,287975.0
48879,South Africa,India,Air,Organic Cotton,793,kg,793.0,8450.0,0.602,4033.9117,0.47738600000000003,916.22,90508.68
48906,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,283.8
48923,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,366.99
48945,Uganda,India,Ocean,Organic Cotton,37127,tonnes,37127.0,6200.0,0.0117,2693.1925800000004,0.43438590000000005,33981.11,1072011.71
48958,"Congo, DRC",Unkown,Air,Recycled Polyester,See ASN-24721 (ID#:13708),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See ASN-24721 (ID#:13708),960.0
48994,Vietnam,India,Air,Organic Cotton,4168,kg,4168.0,4100.0,0.602,10287.4576,2.509136,6717.79,162000.0
49003,Tanzania,Germany,Air,Organic Cotton,4727,lbs,4727.0,7300.0,0.602,20773.274200000003,2.8456540000000006,21584.02,674000.0
49014,Kenya,Japan,Air,Recycled Polyester,2050,kg,2050.0,7000.0,0.602,8638.699999999999,1.2340999999999998,23226.6,736564.0
49025,Cameroon,Unkown,Air,Recycled Polyester,5006,kg,5006.0,7000.0,0.602,21095.284,3.0136119999999997,88560.19,700000.0
49063,Nigeria,Unkown,Air,Recycled Polyester,1248,kg,1248.0,7000.0,0.602,5259.072,0.751296,20602.3,273497.0
49071,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,47.7
49076,Vietnam,India,Air,Organic Cotton,5092,kg,5092.0,4100.0,0.602,12568.074399999998,3.0653839999999994,7312.6,320559.45
